cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
19.675.348/0001-07;Peixoto S/A;430668;2025-05-02;610406;O direito de ganhar antes de tudo;4;726.93;421.08
19.675.348/0001-07;Peixoto S/A;447488;2025-03-26;374996;A arte de inovar com toda a tranquilidade;1;109.31;26.74
19.675.348/0001-07;Peixoto S/A;447488;2025-03-26;778150;O prazer de conseguir direto da fonte;2;533.95;126.36
19.675.348/0001-07;Peixoto S/A;447488;2025-03-26;910029;A arte de concretizar seus projetos sem preocupação;6;668.82;553.86
19.675.348/0001-07;Peixoto S/A;522894;2025-04-20;647273;O conforto de mudar mais facilmente;5;349.14;179.23
19.675.348/0001-07;Peixoto S/A;522894;2025-04-20;793870;A simplicidade de concretizar seus projetos mais facilmente;7;304.04;121.98
19.675.348/0001-07;Peixoto S/A;522894;2025-04-20;108216;O poder de ganhar naturalmente;3;681.46;251.27
19.675.348/0001-07;Peixoto S/A;674217;2025-03-29;295482;A vantagem de ganhar naturalmente;1;906.82;113.56
19.675.348/0001-07;Peixoto S/A;674217;2025-03-29;466807;A liberdade de conseguir com confiança;7;50.0;86.85
19.675.348/0001-07;Peixoto S/A;674217;2025-03-29;549084;O direito de mudar direto da fonte;3;888.78;286.66
19.675.348/0001-07;Peixoto S/A;568438;2025-05-11;268333;O conforto de ganhar sem preocupação;2;526.24;108.0
19.675.348/0001-07;Peixoto S/A;568438;2025-05-11;136182;A segurança de concretizar seus projetos antes de tudo;8;323.92;412.39
19.675.348/0001-07;Peixoto S/A;568438;2025-05-11;497202;A liberdade de conseguir simplesmente;10;716.28;1444.66
19.675.348/0001-07;Peixoto S/A;627851;2025-03-16;919268;O conforto de inovar mais facilmente;6;665.32;520.48
19.675.348/0001-07;Peixoto S/A;627851;2025-03-16;445219;O conforto de evoluir simplesmente;2;273.43;70.93
19.675.348/0001-07;Peixoto S/A;627851;2025-03-16;564254;O conforto de inovar naturalmente;1;985.82;67.46
19.675.348/0001-07;Peixoto S/A;245328;2025-05-06;854648;A segurança de atingir seus objetivos com força total;6;545.64;732.77
19.675.348/0001-07;Peixoto S/A;245328;2025-05-06;758343;A certeza de ganhar mais facilmente;6;465.74;598.65
19.675.348/0001-07;Peixoto S/A;245328;2025-05-06;118440;A simplicidade de concretizar seus projetos direto da fonte;5;505.94;436.81
19.675.348/0001-07;Peixoto S/A;951954;2025-04-12;565457;A arte de evoluir naturalmente;2;926.24;394.87
19.675.348/0001-07;Peixoto S/A;951954;2025-04-12;618101;O direito de realizar seus sonhos com confiança;1;959.91;78.97
19.675.348/0001-07;Peixoto S/A;951954;2025-04-12;230262;A vantagem de conseguir de maneira eficaz;6;374.78;472.04
19.675.348/0001-07;Peixoto S/A;951954;2025-04-12;382805;O conforto de concretizar seus projetos naturalmente;3;399.06;283.24
19.675.348/0001-07;Peixoto S/A;951954;2025-04-12;225704;O prazer de realizar seus sonhos sem preocupação;7;530.81;928.64
19.675.348/0001-07;Peixoto S/A;763762;2025-03-17;661380;O conforto de mudar simplesmente;9;966.22;1525.38
19.675.348/0001-07;Peixoto S/A;763762;2025-03-17;242696;O prazer de avançar em estado puro;5;140.49;163.69
19.675.348/0001-07;Peixoto S/A;763762;2025-03-17;650599;A possibilidade de concretizar seus projetos com toda a tranquilidade;8;62.07;29.26
19.675.348/0001-07;Peixoto S/A;324678;2025-04-01;966021;O poder de mudar em estado puro;3;117.84;67.01
19.675.348/0001-07;Peixoto S/A;324678;2025-04-01;181211;A simplicidade de conseguir direto da fonte;7;864.09;837.43
19.675.348/0001-07;Peixoto S/A;667195;2025-05-03;316598;A liberdade de inovar com toda a tranquilidade;10;896.51;897.47
19.675.348/0001-07;Peixoto S/A;667195;2025-05-03;140664;A certeza de evoluir em estado puro;3;553.34;124.91
19.675.348/0001-07;Peixoto S/A;667195;2025-05-03;853533;A arte de evoluir simplesmente;2;950.97;429.91
19.675.348/0001-07;Peixoto S/A;667195;2025-05-03;735779;O prazer de ganhar direto da fonte;7;338.38;270.92
19.675.348/0001-07;Peixoto S/A;873691;2025-04-05;613061;O prazer de concretizar seus projetos de maneira eficaz;8;946.48;1486.3
19.675.348/0001-07;Peixoto S/A;873691;2025-04-05;530325;A arte de conseguir direto da fonte;8;56.76;56.18
19.675.348/0001-07;Peixoto S/A;764587;2025-04-20;251066;A liberdade de avançar mais facilmente;5;846.67;490.76
19.675.348/0001-07;Peixoto S/A;764587;2025-04-20;930551;A certeza de atingir seus objetivos simplesmente;2;252.8;79.36
19.675.348/0001-07;Peixoto S/A;459814;2025-04-25;545474;A simplicidade de ganhar com toda a tranquilidade;5;205.72;134.97
19.675.348/0001-07;Peixoto S/A;459814;2025-04-25;488472;A vantagem de inovar direto da fonte;10;992.38;1101.83
19.675.348/0001-07;Peixoto S/A;459814;2025-04-25;681311;A arte de realizar seus sonhos com força total;3;365.74;214.01
19.675.348/0001-07;Peixoto S/A;919932;2025-04-18;903073;O direito de concretizar seus projetos em estado puro;5;791.87;793.21
19.675.348/0001-07;Peixoto S/A;919932;2025-04-18;534455;A liberdade de evoluir mais facilmente;8;646.73;729.97
19.675.348/0001-07;Peixoto S/A;919932;2025-04-18;118546;A segurança de ganhar naturalmente;6;833.08;662.12
19.675.348/0001-07;Peixoto S/A;652522;2025-04-30;824847;A simplicidade de ganhar de maneira eficaz;10;225.63;154.32
19.675.348/0001-07;Peixoto S/A;652522;2025-04-30;853737;A liberdade de mudar mais facilmente;2;779.02;251.84
19.675.348/0001-07;Peixoto S/A;652522;2025-04-30;572352;A certeza de mudar naturalmente;2;259.39;117.91
19.675.348/0001-07;Peixoto S/A;652522;2025-04-30;111539;A vantagem de realizar seus sonhos naturalmente;4;161.72;104.48
19.675.348/0001-07;Peixoto S/A;652522;2025-04-30;649720;A simplicidade de conseguir mais rapidamente;4;202.66;75.66
19.675.348/0001-07;Peixoto S/A;535390;2025-05-10;187689;A liberdade de evoluir simplesmente;5;666.45;768.42
19.675.348/0001-07;Peixoto S/A;535390;2025-05-10;864176;O direito de ganhar antes de tudo;3;624.75;143.81
19.675.348/0001-07;Peixoto S/A;535390;2025-05-10;612398;A liberdade de atingir seus objetivos naturalmente;7;595.36;897.46
19.675.348/0001-07;Peixoto S/A;535390;2025-05-10;190384;A possibilidade de inovar direto da fonte;6;524.17;581.58
19.675.348/0001-07;Peixoto S/A;535390;2025-05-10;802954;O conforto de atingir seus objetivos mais facilmente;6;310.98;292.98
19.675.348/0001-07;Peixoto S/A;684097;2025-04-14;572959;A arte de realizar seus sonhos com confiança;4;889.24;497.6
19.675.348/0001-07;Peixoto S/A;684097;2025-04-14;954383;O conforto de atingir seus objetivos direto da fonte;4;908.8;339.54
19.675.348/0001-07;Peixoto S/A;589419;2025-04-16;633380;O prazer de conseguir sem preocupação;7;69.9;120.29
19.675.348/0001-07;Peixoto S/A;589419;2025-04-16;708116;A vantagem de conseguir naturalmente;1;946.04;205.76
19.675.348/0001-07;Peixoto S/A;145581;2025-03-20;667078;O prazer de evoluir antes de tudo;2;913.27;177.74
19.675.348/0001-07;Peixoto S/A;145581;2025-03-20;232790;A certeza de mudar simplesmente;2;952.31;395.67
19.675.348/0001-07;Peixoto S/A;907195;2025-04-06;254489;A segurança de conseguir mais rapidamente;1;378.42;76.67
19.675.348/0001-07;Peixoto S/A;907195;2025-04-06;608682;O direito de ganhar em estado puro;1;985.94;175.5
19.675.348/0001-07;Peixoto S/A;907195;2025-04-06;251103;O conforto de concretizar seus projetos com confiança;7;687.42;420.15
19.675.348/0001-07;Peixoto S/A;907195;2025-04-06;949464;A vantagem de mudar mais rapidamente;8;371.8;162.94
19.675.348/0001-07;Peixoto S/A;204949;2025-04-24;461559;O direito de avançar direto da fonte;7;593.25;994.9
19.675.348/0001-07;Peixoto S/A;204949;2025-04-24;970392;A liberdade de avançar mais facilmente;6;335.98;131.39
19.675.348/0001-07;Peixoto S/A;204949;2025-04-24;749066;A vantagem de realizar seus sonhos simplesmente;5;312.15;173.51
19.675.348/0001-07;Peixoto S/A;204949;2025-04-24;419630;A simplicidade de mudar simplesmente;2;108.07;25.54
19.675.348/0001-07;Peixoto S/A;204949;2025-04-24;398208;O prazer de inovar com força total;2;449.85;203.5
19.675.348/0001-07;Peixoto S/A;400120;2025-04-12;862886;A simplicidade de mudar de maneira eficaz;7;303.59;143.34
19.675.348/0001-07;Peixoto S/A;400120;2025-04-12;618360;A arte de ganhar mais rapidamente;10;259.43;479.44
19.675.348/0001-07;Peixoto S/A;400120;2025-04-12;480362;A possibilidade de inovar de maneira eficaz;6;125.93;162.11
19.675.348/0001-07;Peixoto S/A;754351;2025-03-20;894826;O prazer de realizar seus sonhos direto da fonte;1;158.87;23.24
19.675.348/0001-07;Peixoto S/A;754351;2025-03-20;481167;A simplicidade de ganhar antes de tudo;9;577.49;413.29
19.675.348/0001-07;Peixoto S/A;754351;2025-03-20;696930;A vantagem de mudar em estado puro;4;812.41;249.92
19.675.348/0001-07;Peixoto S/A;754351;2025-03-20;155554;O direito de conseguir mais rapidamente;1;516.05;109.57
19.675.348/0001-07;Peixoto S/A;488203;2025-03-19;335007;O prazer de concretizar seus projetos naturalmente;10;290.34;361.54
19.675.348/0001-07;Peixoto S/A;488203;2025-03-19;380570;A possibilidade de realizar seus sonhos com confiança;4;988.54;672.25
19.675.348/0001-07;Peixoto S/A;581656;2025-03-15;429532;A arte de evoluir mais facilmente;4;221.44;140.98
19.675.348/0001-07;Peixoto S/A;581656;2025-03-15;145609;A vantagem de inovar com toda a tranquilidade;10;207.98;198.22
19.675.348/0001-07;Peixoto S/A;353911;2025-03-20;331796;A segurança de avançar com toda a tranquilidade;6;982.04;1110.16
19.675.348/0001-07;Peixoto S/A;353911;2025-03-20;990211;A certeza de atingir seus objetivos direto da fonte;2;59.53;28.06
19.675.348/0001-07;Peixoto S/A;353911;2025-03-20;511167;A arte de avançar mais facilmente;1;179.85;31.71
19.675.348/0001-07;Peixoto S/A;353911;2025-03-20;997914;A liberdade de evoluir com força total;9;562.57;943.7
19.675.348/0001-07;Peixoto S/A;607988;2025-05-05;547102;A possibilidade de realizar seus sonhos antes de tudo;5;154.79;157.6
19.675.348/0001-07;Peixoto S/A;607988;2025-05-05;605383;A liberdade de inovar mais facilmente;4;447.81;358.2
19.675.348/0001-07;Peixoto S/A;607988;2025-05-05;212717;A simplicidade de concretizar seus projetos antes de tudo;4;391.27;311.93
19.675.348/0001-07;Peixoto S/A;295417;2025-03-20;398381;O direito de mudar sem preocupação;10;547.35;756.52
19.675.348/0001-07;Peixoto S/A;295417;2025-03-20;446370;A simplicidade de atingir seus objetivos com toda a tranquilidade;10;892.59;1024.4
19.675.348/0001-07;Peixoto S/A;295417;2025-03-20;475500;A possibilidade de realizar seus sonhos com confiança;6;924.04;656.18
19.675.348/0001-07;Peixoto S/A;785397;2025-04-10;540207;A possibilidade de avançar sem preocupação;3;309.13;148.28
19.675.348/0001-07;Peixoto S/A;785397;2025-04-10;173820;O conforto de concretizar seus projetos naturalmente;8;152.54;96.03
19.675.348/0001-07;Peixoto S/A;785397;2025-04-10;852618;A liberdade de concretizar seus projetos com confiança;2;954.01;227.19
19.675.348/0001-07;Peixoto S/A;349677;2025-03-25;352454;O conforto de mudar mais rapidamente;3;464.0;112.09
19.675.348/0001-07;Peixoto S/A;349677;2025-03-25;805626;A vantagem de inovar antes de tudo;5;352.0;204.95
19.675.348/0001-07;Peixoto S/A;349677;2025-03-25;317963;A arte de atingir seus objetivos com toda a tranquilidade;6;940.64;816.25
19.675.348/0001-07;Peixoto S/A;349677;2025-03-25;357402;A simplicidade de conseguir em estado puro;10;326.25;696.46
19.675.348/0001-07;Peixoto S/A;349677;2025-03-25;421894;A arte de atingir seus objetivos direto da fonte;1;676.14;88.13
19.675.348/0001-07;Peixoto S/A;196439;2025-03-17;742814;A simplicidade de inovar sem preocupação;5;254.77;138.88
19.675.348/0001-07;Peixoto S/A;196439;2025-03-17;255862;O direito de avançar simplesmente;5;347.87;224.43
19.675.348/0001-07;Peixoto S/A;196439;2025-03-17;151261;A liberdade de evoluir em estado puro;10;755.83;1076.01
19.675.348/0001-07;Peixoto S/A;196439;2025-03-17;358840;O conforto de ganhar mais facilmente;2;76.23;34.86
19.675.348/0001-07;Peixoto S/A;196439;2025-03-17;613334;O prazer de atingir seus objetivos antes de tudo;1;926.05;92.59
19.675.348/0001-07;Peixoto S/A;813552;2025-04-05;633721;O direito de evoluir de maneira eficaz;4;731.02;463.73
19.675.348/0001-07;Peixoto S/A;813552;2025-04-05;595424;A possibilidade de conseguir com confiança;10;804.9;508.51
19.675.348/0001-07;Peixoto S/A;813552;2025-04-05;767852;O direito de atingir seus objetivos mais facilmente;5;619.3;541.94
19.675.348/0001-07;Peixoto S/A;813552;2025-04-05;995387;A certeza de inovar de maneira eficaz;9;357.24;696.43
19.675.348/0001-07;Peixoto S/A;813552;2025-04-05;368982;O direito de mudar de maneira eficaz;8;998.93;983.44
19.675.348/0001-07;Peixoto S/A;873837;2025-03-17;854929;A certeza de evoluir naturalmente;9;176.5;343.69
19.675.348/0001-07;Peixoto S/A;873837;2025-03-17;641958;A simplicidade de concretizar seus projetos mais facilmente;1;479.38;37.48
19.675.348/0001-07;Peixoto S/A;661095;2025-03-16;601675;O prazer de evoluir mais facilmente;7;510.32;777.58
19.675.348/0001-07;Peixoto S/A;661095;2025-03-16;918129;A segurança de avançar simplesmente;1;964.69;90.66
19.675.348/0001-07;Peixoto S/A;661095;2025-03-16;995421;O direito de realizar seus sonhos em estado puro;7;570.36;277.33
19.675.348/0001-07;Peixoto S/A;661095;2025-03-16;284466;O conforto de atingir seus objetivos sem preocupação;5;242.14;77.39
19.675.348/0001-07;Peixoto S/A;763166;2025-03-23;964589;A vantagem de inovar simplesmente;3;126.49;64.24
19.675.348/0001-07;Peixoto S/A;763166;2025-03-23;845904;A vantagem de ganhar com confiança;2;165.3;18.73
19.675.348/0001-07;Peixoto S/A;763166;2025-03-23;248117;A possibilidade de evoluir mais facilmente;2;989.16;156.86
19.675.348/0001-07;Peixoto S/A;763166;2025-03-23;186864;A certeza de evoluir sem preocupação;4;860.78;492.36
19.675.348/0001-07;Peixoto S/A;763166;2025-03-23;352960;O poder de evoluir antes de tudo;3;694.93;493.52
97.852.103/0001-11;Martins;852864;2025-03-21;652709;A arte de conseguir simplesmente;8;676.42;1220.18
97.852.103/0001-11;Martins;852864;2025-03-21;907807;O direito de atingir seus objetivos de maneira eficaz;7;692.42;1134.38
97.852.103/0001-11;Martins;852864;2025-03-21;223480;O direito de mudar simplesmente;2;59.91;19.88
97.852.103/0001-11;Martins;852864;2025-03-21;485551;O prazer de realizar seus sonhos com força total;5;269.9;210.94
97.852.103/0001-11;Martins;852864;2025-03-21;228820;A arte de avançar direto da fonte;4;709.25;204.98
97.852.103/0001-11;Martins;402397;2025-04-01;819756;A segurança de mudar em estado puro;3;718.4;441.59
97.852.103/0001-11;Martins;402397;2025-04-01;251277;O conforto de inovar naturalmente;2;170.62;24.36
97.852.103/0001-11;Martins;402397;2025-04-01;682582;A liberdade de evoluir com força total;9;337.4;728.96
97.852.103/0001-11;Martins;402397;2025-04-01;794194;A segurança de inovar em estado puro;8;724.76;1157.71
97.852.103/0001-11;Martins;801743;2025-04-08;354300;A liberdade de avançar de maneira eficaz;6;987.63;1405.05
97.852.103/0001-11;Martins;801743;2025-04-08;921547;A liberdade de atingir seus objetivos naturalmente;1;589.53;90.12
97.852.103/0001-11;Martins;801743;2025-04-08;401490;A vantagem de inovar sem preocupação;1;898.35;46.82
97.852.103/0001-11;Martins;801743;2025-04-08;779808;O poder de evoluir com confiança;7;194.71;196.97
97.852.103/0001-11;Martins;335041;2025-03-31;930654;O poder de avançar antes de tudo;9;671.34;1198.94
97.852.103/0001-11;Martins;335041;2025-03-31;161819;A segurança de conseguir naturalmente;8;856.99;1384.75
97.852.103/0001-11;Martins;953546;2025-03-30;435694;A simplicidade de inovar direto da fonte;10;927.48;1066.72
97.852.103/0001-11;Martins;953546;2025-03-30;704957;A vantagem de inovar com força total;5;927.63;982.77
97.852.103/0001-11;Martins;953546;2025-03-30;987314;A certeza de realizar seus sonhos mais facilmente;2;58.85;20.14
97.852.103/0001-11;Martins;953546;2025-03-30;121562;A possibilidade de conseguir com toda a tranquilidade;3;723.32;445.3
97.852.103/0001-11;Martins;953546;2025-03-30;556106;A certeza de atingir seus objetivos de maneira eficaz;6;734.25;247.37
97.852.103/0001-11;Martins;512024;2025-03-20;686524;A arte de avançar com toda a tranquilidade;2;160.73;48.28
97.852.103/0001-11;Martins;512024;2025-03-20;696359;A possibilidade de mudar de maneira eficaz;7;836.46;411.2
97.852.103/0001-11;Martins;512024;2025-03-20;968763;A possibilidade de conseguir mais facilmente;5;754.49;330.58
97.852.103/0001-11;Martins;512024;2025-03-20;784724;A certeza de ganhar em estado puro;6;552.55;418.61
97.852.103/0001-11;Martins;312124;2025-04-23;785845;A vantagem de evoluir em estado puro;1;956.19;224.66
97.852.103/0001-11;Martins;312124;2025-04-23;698664;A simplicidade de concretizar seus projetos naturalmente;7;688.88;496.78
97.852.103/0001-11;Martins;312124;2025-04-23;608304;A segurança de evoluir com toda a tranquilidade;7;212.57;352.27
97.852.103/0001-11;Martins;312124;2025-04-23;701650;A vantagem de concretizar seus projetos de maneira eficaz;4;196.14;109.69
97.852.103/0001-11;Martins;312124;2025-04-23;667518;A certeza de realizar seus sonhos com confiança;8;539.42;696.17
97.852.103/0001-11;Martins;196071;2025-03-17;106835;O direito de evoluir direto da fonte;7;776.88;300.55
97.852.103/0001-11;Martins;196071;2025-03-17;253466;A arte de ganhar antes de tudo;10;838.19;936.22
97.852.103/0001-11;Martins;196071;2025-03-17;176087;A vantagem de conseguir mais rapidamente;9;322.85;697.64
97.852.103/0001-11;Martins;196071;2025-03-17;789946;A arte de inovar simplesmente;7;834.57;1244.46
97.852.103/0001-11;Martins;196071;2025-03-17;293653;A liberdade de mudar sem preocupação;7;392.81;667.2
97.852.103/0001-11;Martins;494596;2025-04-10;121948;A arte de concretizar seus projetos com força total;9;314.35;659.04
97.852.103/0001-11;Martins;494596;2025-04-10;588721;O poder de ganhar sem preocupação;10;873.3;860.73
97.852.103/0001-11;Martins;494596;2025-04-10;787287;A segurança de avançar naturalmente;6;395.14;374.3
97.852.103/0001-11;Martins;494596;2025-04-10;498392;A possibilidade de inovar sem preocupação;6;589.4;615.56
97.852.103/0001-11;Martins;494596;2025-04-10;491517;A certeza de inovar mais rapidamente;8;169.62;293.99
97.852.103/0001-11;Martins;601519;2025-03-26;568343;O direito de ganhar mais facilmente;3;707.6;255.76
97.852.103/0001-11;Martins;601519;2025-03-26;127243;O prazer de mudar antes de tudo;8;407.83;577.47
97.852.103/0001-11;Martins;601519;2025-03-26;501105;O poder de avançar direto da fonte;7;655.12;740.28
